date,district,price_per_sqm,area_sqm,rooms
2025-11-12,龙岗,48766.0,59.1,1
2025-11-12,龙华,60154.0,55.1,1
2025-11-12,光明,45281.0,85.9,1
2025-11-12,坪山,34937.0,90.3,3
2025-11-17,福田,96567.0,79.5,3
2025-11-17,南山,109020.0,103.9,1
2025-11-17,罗湖,70276.0,70.6,2
2025-11-17,宝安,65755.0,30.0,2
2025-11-17,龙岗,46772.0,119.2,2
2025-11-17,龙华,64153.0,78.8,4
2025-11-17,光明,43561.0,92.8,3
2025-11-17,坪山,38928.0,113.0,2
2025-11-22,福田,96587.0,61.1,3
2025-11-22,南山,102097.0,90.1,2
2025-11-22,罗湖,69850.0,49.4,3
2025-11-22,宝安,65075.0,58.0,3
2025-11-22,龙岗,51416.0,107.0,2
2025-11-22,龙华,61219.0,122.0,1
2025-11-22,光明,42960.0,63.5,3
2025-11-22,坪山,37318.0,98.5,4
2025-11-27,福田,94061.0,80.2,1
2025-11-27,南山,104471.0,50.4,1
2025-11-27,罗湖,73431.0,132.7,4
2025-11-27,宝安,63653.0,99.1,1
2025-11-27,龙岗,48082.0,72.8,1
2025-11-27,龙华,60208.0,63.4,2
2025-11-27,光明,42953.0,64.2,2
2025-11-27,坪山,36027.0,83.7,3
2025-12-02,福田,96401.0,62.3,3
2025-12-02,南山,105485.0,103.9,3
2025-12-02,罗湖,72586.0,60.6,2
2025-12-02,宝安,66618.0,103.8,3
2025-12-02,龙岗,46648.0,98.6,1
2025-12-02,龙华,60122.0,99.3,2
2025-12-02,光明,41959.0,39.9,3
2025-12-02,坪山,34058.0,86.2,1
2025-12-07,福田,97887.0,62.4,3
2025-12-07,南山,109385.0,43.5,3
2025-12-07,罗湖,71443.0,54.7,3
2025-12-07,宝安,65198.0,86.2,3
2025-12-07,龙岗,47846.0,75.4,3
2025-12-07,龙华,63167.0,70.6,4
2025-12-07,光明,44002.0,56.8,3
2025-12-07,坪山,36347.0,121.0,2
2025-12-12,福田,90168.0,65.1,2
2025-12-12,南山,109263.0,79.9,3
2025-12-12,罗湖,72410.0,69.9,2
2025-12-12,宝安,66683.0,81.1,1
2025-12-12,龙岗,50799.0,91.4,4
2025-12-12,龙华,62005.0,74.7,4
2025-12-12,光明,42364.0,74.2,1
2025-12-12,坪山,36229.0,74.5,3
2025-12-17,福田,98103.0,136.9,1
2025-12-17,南山,110261.0,76.8,1
2025-12-17,罗湖,74201.0,74.8,4
2025-12-17,宝安,62584.0,59.8,3
2025-12-17,龙岗,46457.0,76.2,4
2025-12-17,龙华,61472.0,126.9,4
2025-12-17,光明,43419.0,79.5,2
2025-12-17,坪山,36710.0,30.0,1
2025-12-22,福田,98014.0,104.3,4
2025-12-22,南山,102931.0,113.6,1
2025-12-22,罗湖,72437.0,74.6,2
2025-12-22,宝安,67837.0,141.8,1
2025-12-22,龙岗,49445.0,91.2,4
2025-12-22,龙华,60653.0,63.8,1
2025-12-22,光明,44082.0,63.6,2
2025-12-22,坪山,35938.0,73.1,3
2025-12-27,福田,98773.0,93.3,1
2025-12-27,南山,110929.0,72.2,4
2025-12-27,罗湖,71207.0,60.5,2
2025-12-27,宝安,65781.0,94.4,4
2025-12-27,龙岗,50307.0,61.9,4
2025-12-27,龙华,63086.0,118.9,1
2025-12-27,光明,43585.0,131.9,4
2025-12-27,坪山,35075.0,53.9,1
2026-01-01,福田,92403.0,122.4,3
2026-01-01,南山,109794.0,83.6,4
2026-01-01,罗湖,72410.0,56.9,4
2026-01-01,宝安,71461.0,88.2,4
2026-01-01,龙岗,49407.0,103.1,3
2026-01-01,龙华,62427.0,90.6,3
2026-01-01,光明,42097.0,96.8,2
2026-01-01,坪山,37887.0,118.6,3
2026-01-06,福田,102078.0,72.2,2
2026-01-06,南山,104688.0,81.9,3
2026-01-06,罗湖,71987.0,112.4,3
2026-01-06,宝安,63436.0,123.2,2
2026-01-06,龙岗,49055.0,74.3,3
2026-01-06,龙华,59781.0,43.6,3
2026-01-06,光明,44159.0,86.8,3
2026-01-06,坪山,34580.0,52.6,1
2026-01-11,福田,96646.0,126.7,1
2026-01-11,南山,107059.0,47.4,3
2026-01-11,罗湖,71402.0,78.2,4
2026-01-11,宝安,61522.0,83.6,4
2026-01-11,龙岗,48983.0,102.4,1
2026-01-11,龙华,64972.0,113.2,1
2026-01-11,光明,42812.0,57.3,4
2026-01-11,坪山,38661.0,86.5,2
2026-01-16,福田,97708.0,84.4,4
2026-01-16,南山,108573.0,81.4,3
2026-01-16,罗湖,70761.0,71.3,2
2026-01-16,宝安,66761.0,71.4,3
2026-01-16,龙岗,48321.0,87.7,1
2026-01-16,龙华,61226.0,122.6,2
2026-01-16,光明,39839.0,112.3,3
2026-01-16,坪山,37291.0,33.2,3
2026-01-21,福田,96756.0,75.7,2
2026-01-21,南山,103587.0,65.6,3
2026-01-21,罗湖,69681.0,128.8,4
2026-01-21,宝安,68694.0,116.8,3
2026-01-21,龙岗,50420.0,56.8,4
2026-01-21,龙华,60782.0,97.2,4
2026-01-21,光明,41668.0,102.8,1
2026-01-21,坪山,35755.0,75.6,4
2026-01-26,福田,99824.0,96.1,3
2026-01-26,南山,106955.0,114.0,1
2026-01-26,罗湖,69791.0,100.4,2
2026-01-26,宝安,68071.0,77.3,3
2026-01-26,龙岗,49883.0,53.7,1
2026-01-26,龙华,63430.0,80.4,1
2026-01-26,光明,42578.0,111.2,4
2026-01-26,坪山,35291.0,49.8,2
2026-01-31,福田,93427.0,100.2,3
2026-01-31,南山,104131.0,128.9,3
2026-01-31,罗湖,67738.0,127.4,4
2026-01-31,宝安,67370.0,82.6,2
2026-01-31,龙岗,48662.0,95.0,3
2026-01-31,龙华,61740.0,112.6,2
2026-01-31,光明,43410.0,88.8,3
2026-01-31,坪山,35673.0,83.6,4
2026-02-05,福田,98805.0,42.2,3
2026-02-05,南山,103990.0,103.6,3
2026-02-05,罗湖,72516.0,80.4,1
2026-02-05,宝安,67039.0,93.7,1
2026-02-05,龙岗,48702.0,65.5,3
2026-02-05,龙华,62202.0,60.5,3
2026-02-05,光明,43809.0,42.4,1
2026-02-05,坪山,37159.0,96.8,1
2026-02-10,福田,98723.0,109.6,3
2026-02-10,南山,113554.0,110.4,2
2026-02-10,罗湖,68340.0,53.0,3
2026-02-10,宝安,65830.0,85.7,2
2026-02-10,龙岗,50258.0,66.9,3
2026-02-10,龙华,62227.0,66.1,4
2026-02-10,光明,42553.0,49.8,3
2026-02-10,坪山,35133.0,51.2,4
2026-02-15,福田,95277.0,111.3,1
2026-02-15,南山,105390.0,150.8,1
2026-02-15,罗湖,73289.0,89.6,1
2026-02-15,宝安,65419.0,102.5,2
2026-02-15,龙岗,48716.0,88.1,4
2026-02-15,龙华,66540.0,82.6,1
2026-02-15,光明,44800.0,67.4,3
2026-02-15,坪山,36090.0,129.3,4
2026-02-20,福田,96336.0,130.3,4
2026-02-20,南山,110681.0,70.9,2
2026-02-20,罗湖,73629.0,109.3,3
2026-02-20,宝安,68350.0,45.7,2
2026-02-20,龙岗,48531.0,78.8,1
2026-02-20,龙华,61839.0,100.5,3
2026-02-20,光明,43605.0,51.6,3
2026-02-20,坪山,36550.0,100.3,1
2026-02-25,福田,99784.0,112.0,3
2026-02-25,南山,111151.0,96.5,2
2026-02-25,罗湖,72202.0,43.5,2
2026-02-25,宝安,68019.0,90.2,1
2026-02-25,龙岗,50002.0,53.1,3
2026-02-25,龙华,60068.0,111.3,4
2026-02-25,光明,43360.0,102.0,3
2026-02-25,坪山,36204.0,85.7,4
2026-03-02,福田,100928.0,72.1,2
2026-03-02,南山,108899.0,73.4,2
2026-03-02,罗湖,71485.0,77.3,2
2026-03-02,宝安,67659.0,73.0,2
2026-03-02,龙岗,51452.0,62.6,3
2026-03-02,龙华,61718.0,74.0,1
2026-03-02,光明,45262.0,89.9,2
2026-03-02,坪山,37282.0,47.9,3
2026-03-07,福田,99080.0,107.2,3
2026-03-07,南山,108927.0,111.6,2
2026-03-07,罗湖,71359.0,120.2,3
2026-03-07,宝安,71753.0,75.9,2
2026-03-07,龙岗,49035.0,121.3,1
2026-03-07,龙华,64939.0,71.9,3
2026-03-07,光明,42938.0,78.0,1
2026-03-07,坪山,34811.0,62.0,3
2026-03-12,福田,95522.0,65.8,2
2026-03-12,南山,108630.0,90.9,2
2026-03-12,罗湖,75749.0,60.0,3
2026-03-12,宝安,69234.0,79.7,3
2026-03-12,龙岗,49638.0,101.9,3
2026-03-12,龙华,60116.0,94.6,2
2026-03-12,光明,43706.0,97.3,2
2026-03-12,坪山,36550.0,146.4,1
2026-03-17,福田,96631.0,71.7,2
2026-03-17,南山,106849.0,71.1,3
2026-03-17,罗湖,71203.0,114.7,3
2026-03-17,宝安,70130.0,70.7,3
2026-03-17,龙岗,48544.0,96.8,1
2026-03-17,龙华,61184.0,100.8,3
2026-03-17,光明,43780.0,47.1,3
2026-03-17,坪山,37895.0,129.9,4
2026-03-22,福田,96767.0,75.3,3
2026-03-22,南山,109784.0,93.4,4
2026-03-22,罗湖,73972.0,135.3,3
2026-03-22,宝安,67059.0,65.0,1
2026-03-22,龙岗,47789.0,66.7,1
2026-03-22,龙华,62160.0,129.9,3
2026-03-22,光明,42901.0,90.6,2
2026-03-22,坪山,36277.0,114.7,4
2026-03-27,福田,105781.0,71.7,3
2026-03-27,南山,107414.0,111.1,1
2026-03-27,罗湖,74069.0,131.2,1
2026-03-27,宝安,68587.0,76.0,4
2026-03-27,龙岗,50659.0,112.7,3
2026-03-27,龙华,63737.0,97.7,3
2026-03-27,光明,44926.0,114.2,3
2026-03-27,坪山,37770.0,101.2,3
2026-04-01,福田,98168.0,88.7,4
2026-04-01,南山,112828.0,64.6,4
2026-04-01,罗湖,73459.0,75.2,1
2026-04-01,宝安,67549.0,117.0,3
2026-04-01,龙岗,50116.0,86.2,4
2026-04-01,龙华,59854.0,103.7,2
2026-04-01,光明,44424.0,139.1,3
2026-04-01,坪山,36019.0,90.5,1
2026-04-06,福田,99420.0,124.4,3
2026-04-06,南山,108799.0,92.0,1
2026-04-06,罗湖,74009.0,89.7,4
2026-04-06,宝安,66667.0,89.9,4
2026-04-06,龙岗,51420.0,59.3,2
2026-04-06,龙华,62582.0,67.5,3
2026-04-06,光明,45145.0,46.9,3
2026-04-06,坪山,35780.0,94.4,1
2026-04-11,福田,103236.0,83.4,3
2026-04-11,南山,107422.0,132.0,4
2026-04-11,罗湖,69740.0,30.0,3
2026-04-11,宝安,68440.0,72.4,1
2026-04-11,龙岗,48436.0,102.7,3
2026-04-11,龙华,62822.0,70.9,4
2026-04-11,光明,42055.0,106.8,3
2026-04-11,坪山,37073.0,82.5,3
2026-04-16,福田,104102.0,58.2,3
2026-04-16,南山,104438.0,67.7,3
2026-04-16,罗湖,72733.0,91.1,3
2026-04-16,宝安,67156.0,93.8,4
2026-04-16,龙岗,48138.0,121.1,2
2026-04-16,龙华,62277.0,112.9,2
2026-04-16,光明,44129.0,96.4,3
2026-04-16,坪山,37013.0,96.2,3
2026-04-21,福田,100736.0,118.2,2
2026-04-21,南山,109934.0,102.7,4
2026-04-21,罗湖,72688.0,121.0,4
2026-04-21,宝安,66352.0,130.0,3
2026-04-21,龙岗,49915.0,49.2,3
2026-04-21,龙华,62696.0,68.0,4
2026-04-21,光明,44785.0,68.7,1
2026-04-21,坪山,35970.0,37.8,3
2026-04-26,福田,97680.0,30.0,3
2026-04-26,南山,104398.0,104.0,2
2026-04-26,罗湖,74575.0,95.6,3
2026-04-26,宝安,65830.0,83.8,4
2026-04-26,龙岗,50000.0,56.0,4
2026-04-26,龙华,65213.0,106.9,3
2026-04-26,光明,43476.0,85.7,3
2026-04-26,坪山,36681.0,34.0,3
2026-05-01,福田,98330.0,68.0,3
2026-05-01,南山,106304.0,78.0,2
2026-05-01,罗湖,76748.0,101.0,4
2026-05-01,宝安,66646.0,99.3,3
2026-05-01,龙岗,52053.0,108.1,2
2026-05-01,龙华,62655.0,68.8,1
2026-05-01,光明,44663.0,94.8,3
2026-05-01,坪山,37426.0,100.9,4
2026-05-06,福田,102091.0,71.6,4
2026-05-06,南山,113681.0,89.9,3
2026-05-06,罗湖,77379.0,67.8,1
2026-05-06,宝安,71190.0,89.9,2
2026-05-06,龙岗,49133.0,72.9,3
2026-05-06,龙华,62012.0,95.6,2
2026-05-06,光明,44471.0,70.7,2
2026-05-06,坪山,36485.0,138.6,2
2026-05-11,福田,104088.0,95.9,1
2026-05-11,南山,109722.0,88.0,1
2026-05-11,罗湖,74357.0,59.4,2
2026-05-11,宝安,67347.0,43.3,3
2026-05-11,龙岗,50679.0,101.2,4
2026-05-11,龙华,61760.0,124.3,1
2026-05-11,光明,42297.0,48.4,3
2026-05-11,坪山,36770.0,111.2,3
2026-05-16,福田,104029.0,73.5,4
2026-05-16,南山,113073.0,84.0,2
2026-05-16,罗湖,72754.0,107.1,3
2026-05-16,宝安,69166.0,45.6,3
2026-05-16,龙岗,52263.0,119.5,3
2026-05-16,龙华,61545.0,94.9,2
2026-05-16,光明,44492.0,91.5,2
2026-05-16,坪山,35980.0,68.2,1
2026-05-21,福田,99222.0,114.3,1
2026-05-21,南山,111459.0,75.7,3
2026-05-21,罗湖,74785.0,30.0,2
2026-05-21,宝安,70178.0,41.5,2
2026-05-21,龙岗,49648.0,57.0,4
2026-05-21,龙华,60382.0,114.0,3
2026-05-21,光明,43309.0,93.7,1
2026-05-21,坪山,36533.0,96.9,4
2026-05-26,福田,99579.0,52.9,2
2026-05-26,南山,112957.0,72.7,1
2026-05-26,罗湖,69944.0,74.3,3
2026-05-26,宝安,70909.0,106.3,2
2026-05-26,龙岗,49701.0,76.3,3
2026-05-26,龙华,62174.0,136.9,4
2026-05-26,光明,44409.0,95.8,4
2026-05-26,坪山,37688.0,91.0,4
2026-05-31,福田,98686.0,80.1,3
2026-05-31,南山,109665.0,84.1,3
2026-05-31,罗湖,74788.0,86.3,4
2026-05-31,宝安,69456.0,83.0,4
2026-05-31,龙岗,50349.0,35.0,3
2026-05-31,龙华,64444.0,93.7,4
2026-05-31,光明,45214.0,30.0,3
2026-05-31,坪山,38823.0,81.5,2
2026-06-05,福田,102648.0,59.0,3
2026-06-05,南山,111893.0,58.7,3
2026-06-05,罗湖,71998.0,132.9,3
2026-06-05,宝安,67700.0,90.4,2
2026-06-05,龙岗,51521.0,97.4,3
2026-06-05,龙华,63106.0,94.1,4
2026-06-05,光明,47013.0,83.6,3
2026-06-05,坪山,36865.0,111.3,2
2026-06-10,福田,102706.0,114.7,3
2026-06-10,南山,112046.0,56.4,3
2026-06-10,罗湖,76786.0,56.3,1
2026-06-10,宝安,68707.0,66.1,3
2026-06-10,龙岗,50209.0,93.2,2
2026-06-10,龙华,63455.0,95.5,3
2026-06-10,光明,46047.0,96.3,3
2026-06-10,坪山,36422.0,109.1,3
2026-06-15,福田,103010.0,54.3,4
2026-06-15,南山,111988.0,102.5,1
2026-06-15,罗湖,72779.0,119.4,2
2026-06-15,宝安,67868.0,88.1,2
2026-06-15,龙岗,50085.0,85.4,2
2026-06-15,龙华,60945.0,49.0,3
2026-06-15,光明,46052.0,63.8,2
2026-06-15,坪山,35661.0,31.2,2
2026-06-20,福田,97864.0,51.9,1
2026-06-20,南山,115350.0,110.2,3
2026-06-20,罗湖,72007.0,141.3,3
2026-06-20,宝安,70120.0,76.9,3
2026-06-20,龙岗,46768.0,142.3,4
2026-06-20,龙华,60458.0,43.9,3
2026-06-20,光明,45360.0,146.0,3
2026-06-20,坪山,38180.0,99.1,1
